ID,"FS name",FS macro region,"From","Link type","To","Description"
1352,"Rainfed Mixed",SA,"Lack of road infrastructure","Is mitigated by","Invest in road infrastructure","Under extreme weather events, the role of transport
becomes crucial. This increases accessibility and connectivity, which are essential in regions that are exposed to climate and disaster risks to allow for relocation and provide support services. It also gave some idea of the overall development of a region, because with better connectivity comes better access to markets, essential services, a potential for industrialisation, etc."
1353,"Rainfed Mixed",SA,"Lack of road infrastructure","Is mitigated by","Build capacity on advocacy","Governance is the formal means of incorporating inclusivity in government bodies and other relevant entities. Capacity building will strengthen the skills and experience of various development partners to come together and improve the road infrastructure in the region."
1354,"Rainfed Mixed",SA,"Inadequate climate information services","Is mitigated by","Build capacity on advocacy","Researchers emphasizes capacity building as one of the ways to build resilience and promote climate awareness through training, education, and research."
1355,"Rainfed Mixed",SA,"Inadequate climate information services","Is mitigated by","Improve networking and knowledge exchange","Social Network Analysis can help guide climate and market information dissemination."
1356,"Rainfed Mixed",SA,"Demographic pressure on land","Is mitigated by","Implement agroforestry practices","Agroforestry practice is a possible way of reducing deforestation and forest degradation and can alleviate resource-use pressure on natural resources."
1357,"Rainfed Mixed",SA,"Lack of access to risk insurance","Is mitigated by","Build capacity on advocacy","Capacity building is a continuous learning process which should be localized to train the farmers and the scheme providers on the need of risk insurance schemes."
1358,"Rainfed Mixed",SA,"Demographic pressure on land","Is mitigated by","Implement climate smart agriculture practices





","Climate-smart agriculture management practices focus on building soil health, increasing carbon storage in woody plants and soil, improving water use efficiency, and reducing greenhouse gas emissions associated with agricultural practices hence the need to be adopted."
1359,"Rainfed Mixed",SA,"Lack of access to risk insurance","Is mitigated by","Improve access to climate information services","A primary challenge they face in this region is the lack of access to timely information, which can help them protect their crops and land and also make an informed decision when it comes to risk insurance schemes."
1360,"Rainfed Mixed",SA,"Inadequate climate information services","Is mitigated by","Improve access to climate information services","GIZ has developed a web-based climate change information portal (www.climatevulnerabilty.in) for caccessing climate information across India and vulnerability data for partner states."
1361,"Rainfed Mixed",SA,"Lack of access to risk insurance","Is mitigated by","Improve access to risk insurance schemes","Ensuring that there is acccess to risk insurance schemes in the region."
1362,"Rainfed Mixed",SA,"Demographic pressure on land","Is mitigated by","Improve climate change awareness
","Need to coordinate regional policies to minimize the impact on individual communities."
1363,"Rainfed Mixed",SA,"Inability to interpret climate information","Is mitigated by","Build climate information services","Climate information services (CIS) can reduce climate vulnerability by enhancing information access, knowledge exchanges, and networks."
1364,"Rainfed Mixed",SA,"Inability to interpret climate information","Is mitigated by","Establish links to NDC and NAP","Linking priorities identified through NDC-As and the NAP process with the SDGs can help build broader political support for climate change adaptation in the region."
1365,"Rainfed Mixed",SA,"Farmers engaged in agri system","Exposed to","Risk to farmers of food insecurity due to Climate Change","climate hazards are impacting negatively on agricultural production in the region with decreaes crop and livestock yields which could potemtially lead to food insecurity"
1366,"Rainfed Mixed",SA,"Area of land used","Exposed to","Risk to farmers of loss of livelihoods due to Climate Change","Farmers in the area of land used are exposed to loss of livelihoods from the impacts of climate change."
1367,"Rainfed Mixed",SA,"Area of land used","Exposed to","Risk to farmers of food insecurity due to Climate Change","Crop failure is more likely than in any other major cropping area in South Asia due to seasonal variability hence the exposure to food insecurity."
1368,"Rainfed Mixed",SA,"Farmers engaged in agri system","Exposed to","Risk to farmers of chronic poverty due to Climate Change
","A large proportion of the rural population in the Rainfed-Mixed Farming System lives in chronic poverty, aggravated by periodic drought-induced severe transient poverty."
1369,"Rainfed Mixed",SA,"Farmers engaged in agri system","Exposed to","Risk to farmers of loss of livelihoods due to Climate Change","Of the total system population of 371 million, 226 million are classified as agricultural and are exposed to loss of livelihoods due to climatical variations in the region."
1370,"Rice-Wheat",SA,"Increase in average temperatures","Leads to","Emergence of new pests","Higher temperatures and changes to precipitation will exacerbate the spread of insects, pests and diseases causing a loss of yields. New breeds of insect-pests/diseases (resistant to insecticides) have appeared over the last few decades. Blast and stem borers previously only targeted long basmati rice varieties but now cause damage to short varieties too."
