"ID","FS name","FS macro region","Factor","Type-1","Description"
"1504","Maize Mixed","SSA","Decrease in average precipitation","Hazard","Increase in no. of consecutive dry days (threshold: 40 days).  Mean annual rainfall has decreased by an average rate of 2 mm per month every decade since 1960. Projected decrease in September–October rainfall and increase in December– February rainfall, particularly in the northeast."
"1505","Maize Mixed","SSA","Increase in extreme heat (no. of hot days)","Hazard","Increase in number of hot days and nights in the lowlands (threshold: 35°C) .Hot days are projected to occur on 15‐29% of days by 2060. Number of hot days and nights has increased 12% between 1960 and 2003."
"1506","Maize Mixed","SSA","Increase in strong winds","Hazard","Strong winds associated with heavy rainfall events are projected to cause destruction in maize fields.The soils across the major maize production regions are highly susceptible to wind and water erosion"
"1507","Maize Mixed","SSA","Increase in average temperatures","Hazard","Between 1960 and 2006, the mean annual temperature increased by 1.3 °C.  Mean annual temperatures projected to increase by 1.2–3.4˚C by 2060, with warming occurring more rapidly in the south and west."
"1508","Maize Mixed","SSA","Siltation/sedimentation of rivers","Impact","Caused byerosion due to heavy rainfall"
"1509","Maize Mixed","SSA","Increased flooding","Impact","Common in lowland areas as a result of extreme rainfall event"
"1510","Maize Mixed","SSA","Reduced crop productivity/failure","Impact","Reduced crop productivity/failure is projected in all parts of east and southern Africa. 1 °C of warming under optimal rain-fed management, with 100% of areas harmed by warming under drought conditions.  The decline is production is expected to reach upto 45%  the end of the century with variations across a countries. One in every two or three years will have a failed season in Zambia In malawi, crop modelling indicates that maize production will be reduced in the future by −0.73 % to −14.33 % by mid-century, and by −13.19 % to −31.86 % in the end of the century"
"1511","Maize Mixed","SSA","Waterlogging","Impact","Extreme rainfall causing water logging in  some regions"
"1512","Maize Mixed","SSA","Water scarcity","Impact","Prolonged drought result in water scarcity and afect availability of ground water  for maize farming"
"1513","Maize Mixed","SSA","Reduced groundwater tables","Impact","Ground water level reduces with decreased precipitation"
"1514","Maize Mixed","SSA","Unpredictable planting period","Impact","Erratic rainfall has altered the maize planting dates in Zambia and with limited climate services in the regions, it's difficult to predict the planting dates."
"1515","Maize Mixed","SSA","Lodging of plants","Impact","Strong winds that the maize plants can't withstand"
"1516","Maize Mixed","SSA","Emergence of new pests","Impact","Increase in temperature  caused  increased risks of  pests and diseases"
"1517","Maize Mixed","SSA","Increase in pests","Impact","Increased  prevalence/occurrence of pests and diseases e.g. fallarmy worm in autumn."
"1518","Maize Mixed","SSA","Increase in diseases","Impact",""
"1519","Maize Mixed","SSA","Shorter growing season","Impact","Length of the growing period (LGP) is projected to decrease by more than 20% by the end of the 21st century."
"1520","Maize Mixed","SSA","Change in production zone suitability","Impact","There are variations in the climate change impacts on the maize growing areas in the system. Some areas in ESA region  especially the highland will increase potential for maize production while other will loss productivity. The majority of yield gains will be in the highlands of Tanzania, Kenya, Northern Democratic Republic of Congo, Uganda, Ethiopia and Eritrea"
"1521","Maize Mixed","SSA","Increase in post-harvest losses","Impact","Heavy rainfall disrupt field operations and affect optimal conditions for drying of the maize grain. Post-harvest grain losses have sometimes been as high as 35% at some national grain storage facilities. In general, losses occur due to high humidity, pest attack and pilfering."
"1522","Maize Mixed","SSA","Increase in food insecurity","Impact",""
"1523","Maize Mixed","SSA","Loss of income","Impact",""
"1524","Maize Mixed","SSA","Increase in poverty","Impact",""
"1525","Maize Mixed","SSA","Increase in food prices","Impact","The impact of climate change on global maize production may cause supply shocks in maize markets across the globe which could affect food prices and, in turn, lead to some adjustments in food production, consumption and trade patterns worldwide."
"1526","Maize Mixed","SSA","Reliance on rainfed agriculture","Vulnerability","Maize is especially vulnerable to fluctuations in climate due to its physical characteristics that result in sensitivity to changes in moisture and temperature. In Malawi for example rainfed maize production in the Lilongwe District, the largest maize growing district in Malawi, may decrease up to 14 % by mid-century and 33 %  by the century’s end. These declines can substantially harm Malawi’s food production and socioeconomic status."
"1527","Maize Mixed","SSA","High poverty levels","Vulnerability","Increase in rural poverty rate from 2010 to 2015, rising from 73.6% to 76.7%, 82% of which live in rural areas.  60% of the population of 16.2 million lives in rural areas."
"1528","Maize Mixed","SSA","Dependent on a single crop type","Vulnerability","Heavy reliance on  maize and cassava which provide over 50% of the population’s energy and protein intake."
