"FS name",FS macro region,"From","Link type","To","Description"
"Highland Mixed",MENA,"Decrease in average precipitation","Leads to","Competition for resources","The MENA region is projected to be among the first in the world to “effectively run out of water,” as water resources are being used faster than they’re being replenished by precipitation, leading to competition of water resources by the expanding population."
"Highland Mixed",MENA,"Increase in average temperatures","Leads to","Increase in migration","The effects of rising temperatures force people to migrate through summer vacations to Europe.Temperatures are set to rise in the region by at least 4°C by 2050 that is, if greenhouse gases continue to increase at the current rate and heat waves are set to be experienced ten times more frequently by the same year. Future temperatures in the region are projected to exceed a threshold for human adaptability, leading to higher mortality rates for children and the elderly."
"Highland Mixed",MENA,"Increase in average precipitation","Leads to","Increase in food insecurity","The potential impacts of heavy precipitation include crop damage, due to heavy rains hence leading to increased food insecurity."
"Highland Mixed",MENA,"Increase in drought events","Leads to","Increase in malnutrition/ Reduced calorie intake","Millions of children in the Middle East and North Africa at increased risk of malnutrition amid increase drought events. "
"Highland Mixed",MENA,"Increase in drought events","Leads to","Increase in poverty","The drought produced unprecedented poverty, paving the way for migration to the peripheries of Syria's main cities, which were already burdened."
"Highland Mixed",MENA,"Increase in drought events","Leads to","Loss of income","Unfavorable weather such as drought events can lower crop yields and decimate livestock. This means that income goes down for farmers and their families, sending people to lose their source of income."
"Highland Mixed",MENA,"Increasingly erratic rainfall","Leads to","Increase in food spoilage/wastage","Erratic rainfall causes floods that spoils food at the farm, especially the potatoes. "
"Highland Mixed",MENA,"Rising sea levels","Leads to","Increase in migration","In case of Alexandria, Egypt, a 0.5 meter rise would leave more than 2 million people displaced, hence leading to increased migration."
"Highland Mixed",MENA,"Increase in drought events","Leads to","Increase in food insecurity","Changing temperatures and rain patterns, particularly droughts, have detrimental effects on farmers and can cause food insecurity."
"Highland Mixed",MENA,"Soil erosion","Leads to","Reduced crop productivity/failure","Soil erosion due to flooding events and unsustainable agricultural practices have led reduced crop and livestock productivity and with the increased climatc hazards, the fertility and quality of soil is expected to decline further if interventions are not scaled up."
"Highland Mixed",MENA,"Reduced water quality","Leads to","Food health and safety issues","Reduced water quality has a direct impact on food health and safety where contamination  occurs affecting human health"
"Highland Mixed",MENA,"Water scarcity","Leads to","Reduced crop productivity/failure","With the region being on of the most water scarce regions in the world, population pressure in the agrisystem coupled with climatic hazards has lead to further water scarcity impacts. "
"Highland Mixed",MENA,"Land degradation","Leads to","Change in production zone suitability","degradation of rangelands and desertification due to recurrent droughts leads to dwindling water- and feed-resource impacting on suitability of crop and livestock prodution in the system. "
"Highland Mixed",MENA,"Reduced crop productivity/failure","Leads to","Increase in food insecurity","Inrease in drought and flooding events have negatively impacted on agricultural activities in the farming system with farmers experiencing reduced crop and livestock productivity/failure which leads to food insecurity."
"Highland Mixed",MENA,"Reduced groundwater tables","Leads to","Water scarcity","Extraction of large volumes of groundwater without equivalent replenishment leads to faster depletion of water table, leading to water scarcity."
"Highland Mixed",MENA,"Increased flooding
","Leads to","Damage to infrastructure","Flood is the frequent disaster occurring in very high vulnerable countries, currently. The 2008 flood in Yemen caused USD 1.6 billion (6% of Yemen’s GDP) damages to this country. Moreover, climate change is expected to significantly increase the frequency of floods in the low vulnerable group."
