ID,"Label","Type","Type-1","Type-2","Tags","Description"
1053," ""High disease prevalence""","SA Rice Wheat","Vulnerability"," ""Sensitivity/susceptibility to harm""","Pests and diseases; Biophysical","Monoculture cropping with high N-fertiliser use and wet conditions due to frequent irrigation provide conditions conducive to pest and disease outbreaks. "
1054," ""High prevalence of weeds""","SA Rice Wheat","Vulnerability"," ""Sensitivity/susceptibility to harm""","Biophysical; Weather and environment","Weeds are prevalent in intensive rice-wheat farming systems. Common weeds in flooded rice ecosystems include Echinochloa colona and Echinochloa crus-galli."
1055," ""Unsuitable crop varieties""","SA Rice Wheat","Vulnerability"," ""Sensitivity/susceptibility to harm""","Biophysical","Farmers in the rice-wheat system of South Asia typically plant slow maturing traditional varieties and have limited access to improved stress-tolerant genotypes. "
1056," ""High prevalence of pests""","SA Rice Wheat","Vulnerability"," ""Sensitivity/susceptibility to harm""","Pests and diseases; Biophysical","Monoculture cropping with high N-fertiliser use and wet conditions due to frequent irrigation provide conditions conducive to pest and disease outbreaks. "
1057," ""Major component of local diet""","SA Rice Wheat","Vulnerability","Lack of capacity to cope and adapt","Socioeconomic","Rice and wheat are the principal calorie sources for over a billion people in South Asia. For example, rice and wheat contribute 20% and 75%, respectively, to the caloric intake in Pakistan and rice forms the staple diet for >70% of the Indian population."
1058,"Labour shortages","SA Rice Wheat","Vulnerability","Lack of capacity to cope and adapt","Socioeconomic","In some areas, crops are poorly managed due to labour deficits."
1059,"High poverty levels ","SA Rice Wheat","Vulnerability","Lack of capacity to cope and adapt","Socioeconomic","The Indo-Gangetic Plains of South Asia are home to low-income smallholder farmers with per capita incomes of USD 835 per household per annum (national (India) average of USD 1,256)."
1060,"Low access to agricultural extension services","SA Rice Wheat","Vulnerability","Lack of capacity to cope and adapt","Institutions and policy","The density of institutions providing agricultural extension services is generally low in the Indo-Gangetic Plains. "
1061,"Limited uptake of modern technologies","SA Rice Wheat","Vulnerability","Lack of capacity to cope and adapt","Technology","There is a low adoption rate of conservation agriculture practices by smallholder farmers due to unaffordability, limited access to inputs (e.g. seeds and machinery), lack of know-how to operate machinery and fixed mindsets."
1062,"Lack of access to  inputs ","SA Rice Wheat","Vulnerability","Lack of capacity to cope and adapt","Governance; Institutions and policy","Farmers in the rice-wheat system of South Asia have limited access to inputs such as seeds and machinery. "
1063,"Invest in irrigation infrastructure","SA Rice Wheat","Adaptation option","Physical capital","Climate-smart agriculture; Infrastructure; Farm-level","Farmers in the rice-wheat system of South Asia use irrigation infrastructure as a means of adapting to drought and heat stress."
1064,"Adopt heat tolerant varieties","SA Rice Wheat","Adaptation option","Human capital","Climate-smart agriculture; Farm-level","A suggested adaptation option to heat stress includes breeding for heat-tolerant genotypes."
1065,"Adopt early maturing varieties","SA Rice Wheat","Adaptation option","Human capital","Climate-smart agriculture; Farm-level","A suggested adaptation option to heat stress includes breeding for early-maturing genotypes with improved pollen viability and accelerated grain-filling rates."
1066,"Implement climate smart agriculture practices","SA Rice Wheat","Adaptation option","Human capital","Climate-smart agriculture; Farm-level","Climate-smart agriculture practices such as the use of high-yielding and stress-tolerant varieties/genotypes, adoption of improved water management technologies, direct seeded rice, laser-assisted land levelling, permanent raised beds, precision nutrient management, carbon management through residue retention/incorporation, weather forecast technologies, crop insurance, energy saving technologies like zero tillage and information and communication technologies can be used to increase crop productivity and farm profitability when faced with a changing climate."
1067,"Implement conservation agriculture practices","SA Rice Wheat","Adaptation option","Human capital","Conservation agriculture; Farm-level","Conservation agriculture practices are recommended to improve the sustainability of the rice-wheat system, key practices to implement include: crop rotation, reduced/no tillage and mulching and crop residue retention."
1068,"Capacity building on sustainable agricultural practices","SA Rice Wheat","Adaptation option","Human capital","Capacity building","Capacity building of farmers through training programmes is needed to improve the adoption of sustainable land management practices. For example, regional-level government departments in India are organising awareness campaigns through demonstrations, information dissemination, school curriculum, and information and communications technology to educate farmers on the effective management of crop residues. "
1069,"Invest in agricultural research and development","SA Rice Wheat","Adaptation option","Human capital","Research and development","Groundwater depletion in the rice-wheat system of South Asia requires multidisciplinary research to inform water management policy."
1070,"Build the capacity of agricultural extension agents","SA Rice Wheat","Adaptation option","Human capital","Capacity building; Governance; Institutions and policy","Sensitisation of agriculture extension agents on conservation agriculture technologies in conjunction with the establishment of demonstration plots will enhance adoption of the practices amongst farmers."
