ID,"Label","FS name",FS macro region,"Type-1","Description"
865,"Water scarcity","Rainfed Mixed",MENA,"Impact","Increase in drought events leads to water scarcity. "
866,"Increased flooding","Rainfed Mixed",MENA,"Impact",
867,"Unpredictable planting period","Rainfed Mixed",MENA,"Impact",
868,"Damage to infrastructure","Rainfed Mixed",MENA,"Impact",
869,"Riverine flooding","Rainfed Mixed",MENA,"Impact",
870,"Reduced water quality","Rainfed Mixed",MENA,"Impact",
871,"Reduced forage availability","Rainfed Mixed",MENA,"Impact",
872,"Landslide events","Rainfed Mixed",MENA,"Impact",
873,"Increase in soil water deficit","Rainfed Mixed",MENA,"Impact",
874,"Biodiversity loss","Rainfed Mixed",MENA,"Impact","Human activities such as competition for resources leads to biodiversity loss."
875,"Increase in migration","Rainfed Mixed",MENA,"Impact","As a consequence of worsening extreme heat, drought and aridity conditions under climate change, deteriorating rural livelihoods associated with declining agricultural productivity will continue to contribute to migration flows, often to urban areas as already observed"
876,"Competition for resources","Rainfed Mixed",MENA,"Impact","The region could be heavily challenged by both rising food and water demand given its projected increase in population that may double by 2070. As a result, the regions already substantial import dependency could increase and thus its vulnerability to agricultural impacts well beyond its country borders."
877,"Conflict over resources","Rainfed Mixed",MENA,"Impact","A severe and sustained pressure on resources could contribute to further social unrest in the already unstable political environment that currently characterizes parts of the region."
878,"Increase in food insecurity","Rainfed Mixed",MENA,"Impact","Farmers in the agrisystem have traditionally coped with harsh climatic conditions, and climate change adds to the existing challenges. Most agricultural activities take place in the semiarid climate zones close to the coast or in the highlands, where rainfall and thus water availability are predicted to decline most strongly. Therefore, climate change impacts have important implications for farmers’ livelihoods, national economies, food security and poverty ."
879,"Increase in food imports","Rainfed Mixed",MENA,"Impact","The major impact of water scacity prevailing in the areas of the farming system prevents  countries from producing all required food domestically and makes the region dependent on food imports."
880,"Increase in food prices","Rainfed Mixed",MENA,"Impact","Increase in food importation due to poor poor productivity leads to increased foor prices. "
881,"Increase in women's workload","Rainfed Mixed",MENA,"Impact","The region is facing unequal opportunities for women hence leading to increase in women workload."
882,"Lack of willingness to invest in sustainable agricultural practices","Rainfed Mixed",MENA,"Impact",
883,"Loss of income","Rainfed Mixed",MENA,"Impact",
884,"Demographic pressure on land","Rainfed Mixed",MENA,"Vulnerability","A principal trend and issue concern the poor access to quality land faced by increasing numbers of small scale farmers."
885,"Unequal opportunities for women ","Rainfed Mixed",MENA,"Vulnerability","Women are becoming increasingly marginalised in the production process and their labour is being progressively displaced, as men dominate the mechanisation processes for all the main crops."
886,"High poverty levels ","Rainfed Mixed",MENA,"Vulnerability","High poverty levels especially among the rural farmers is high due to the problem of water scarcity that impacts on agriculture which is their main source of livelihood. Poverty also affects the ability of the farmers to cope with climate change."
887,"Poor water use efficiency and management","Rainfed Mixed",MENA,"Vulnerability","Despite its extreme water scarcity, countries within the agrisystem and the MENA region consume more water per capita than the global average, with Arab residential water and energy markets among the most heavily subsidized in the world. Reevaluation and redesigning of irrigation, and water-harvesting practices to sustain a healthy agricultural sector must be improved where economically viable. "
888,"Unsustainable natural resource use","Rainfed Mixed",MENA,"Vulnerability","The renewable natural resources on which smallholder farmers depend are increasingly being degraded, posing significant risks to natural resources. "
